STATE_CODE,STATE_CODE_EXP,SHRP_ID,SURVEY_DATE,CONSTRUCTION_NO,GATOR_CRACK_A_L,GATOR_CRACK_A_M,GATOR_CRACK_A_H,BLK_CRACK_A_L,BLK_CRACK_A_M,BLK_CRACK_A_H,EDGE_CRACK_L_L,EDGE_CRACK_L_M,EDGE_CRACK_L_H,LONG_CRACK_WP_L_L,LONG_CRACK_WP_L_M,LONG_CRACK_WP_L_H,LONG_CRACK_WP_SEAL_L_L,LONG_CRACK_WP_SEAL_L_M,LONG_CRACK_WP_SEAL_L_H,LONG_CRACK_NWP_L_L,LONG_CRACK_NWP_L_M,LONG_CRACK_NWP_L_H,LONG_CRACK_NWP_SEAL_L_L,LONG_CRACK_NWP_SEAL_L_M,LONG_CRACK_NWP_SEAL_L_H,TRANS_CRACK_NO_L,TRANS_CRACK_NO_M,TRANS_CRACK_NO_H,TRANS_CRACK_L_L,TRANS_CRACK_L_M,TRANS_CRACK_L_H,TRANS_CRACK_SEAL_L_L,TRANS_CRACK_SEAL_L_M,TRANS_CRACK_SEAL_L_H,PATCH_NO_L,PATCH_NO_M,PATCH_NO_H,PATCH_A_L,PATCH_A_M,PATCH_A_H,POTHOLES_NO_L,POTHOLES_NO_M,POTHOLES_NO_H,POTHOLES_A_L,POTHOLES_A_M,POTHOLES_A_H,SHOVING_NO,SHOVING_A,BLEEDING,POLISH_AGG_A,RAVELING,PUMPING_NO,PUMPING_L,OTHER,SURVEY_WIDTH,WP_LENGTH_CRACKED,TRANS_CRACK_L_GT183
4,Arizona,0664,10/25/2002,2,0,0,0,0,0,0,0,0,0,0,2.79999995231628,0,0,0,0,107,9.60000038146973,47.4000015258789,0,0,0,0,1,0,0,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,2.79999995231628,0
4,Arizona,0665,10/25/2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.399993896484,45.7000007629395,47.5,0,0,0,0,1,1,0,0.800000011920929,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
4,Arizona,0666,10/25/2002,2,0,0,0,0,0,0,0,0,0,1.10000002384186,0,0,0,0,0,8.30000019073486,13.1999998092651,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,1.10000002384186,0
4,Arizona,0667,10/28/2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5,51.2000007629395,88.6999969482422,0,0,0,1,0,1,0.600000023841858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
4,Arizona,0668,10/28/2002,2,1.79999995231628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2999992370605,71.1999969482422,113.199996948242,0,0,0,3,1,3,3.20000004768372,0.600000023841858,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,4.5,13
4,Arizona,0669,10/28/2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.7000007629395,141.100006103516,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
4,Arizona,0503,12/10/2002,4,0,0,0,0,0,0,0,0,0,118.300003051758,0,0,107.199996948242,0,0,69.0999984741211,0,0,45.7000007629395,0,0,56,0,0,136.5,0,0,120.099998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,SECTION EXHIBITING 1M OF RAVELING BUT WAS NOT RATED DUE TO FOG SEAL SURFACE.,3.79999995231628,118.300003051758,114
56,Wyoming,2015,04/20/2007,3,52.7000007629395,6.90000009536743,0,0,0,0,0,0,0,66.5,0,0,0,0,0,109.900001525879,98.8000030517578,0,0,0,0,9,17,1,7.90000009536743,53.5,3.70000004768372,0,0,0,5,0,0,2.09999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,239.899993896484,57.2000007629395
56,Wyoming,2017,04/18/2007,2,12.3000001907349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3000030517578,12.3999996185303,0,0,0,0,9,3,0,7.5,11.1000003814697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.79999995231628,46.0999984741211,14.8999996185303
56,Wyoming,2019,04/17/2007,3,3.70000004768372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6000003814697,40.4000015258789,112.800003051758,0,0,0,6,6,6,3.59999990463257,7.69999980926514,14.8000001907349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.79999995231628,9.69999980926514,13.8000001907349
56,Wyoming,2020,04/16/2007,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.199996948242,10.3000001907349,0,0,0,0,1,4,0,0.800000011920929,12.6000003814697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.70000004768372,2.40000009536743,8.80000019073486
56,Wyoming,6031,04/12/2007,3,0.100000001490116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20000004768372,23.2000007629395,0,0,0,0,0,16,0,0,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.79999995231628,0.5,49.2000007629395
56,Wyoming,7772,04/13/2007,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15.6000003814697,0,0,0,0,4,9,11,3.5,20.1000003814697,37.2999992370605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.79999995231628,0,54.2999992370605
56,Wyoming,7773,04/19/2007,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,51.0999984741211,24.7999992370605,0,0,0,6,2,10,11,2,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.79999995231628,4.90000009536743,35
56,Wyoming,7775,04/11/2007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.199996948242,30.2000007629395,0,0,0,8,11,4,5.59999990463257,41.7999992370605,15.1999998092651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.79999995231628,0,57
4,Arizona,0119,04/07/2005,2,15,29.3999996185303,2.20000004768372,0,0,0,0,0,0,4.40000009536743,3.5,0,1.79999995231628,0,0,1.70000004768372,0,0,1.70000004768372,0,0,19,24,1,12.6999998092651,36.0999984741211,2.29999995231628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.799987792969,0,0,,3.79999995231628,163.600006103516,23.7000007629395
4,Arizona,0113,04/12/2005,2,3.5,23.6000003814697,1.29999995231628,0,0,0,0,0,0,2,23.2999992370605,0,0,0,0,7.80000019073486,4.09999990463257,0,0,0,0,60,17,3,65.5999984741211,27.7000007629395,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.79999995231628,113.099998474121,45
4,Arizona,1065,04/19/2005,6,0,0,0,0,0,0,0,0,0,2.70000004768372,0,0,0,0,0,148.399993896484,75,0,0,0,0,1,0,0,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,2.70000004768372,0
4,Arizona,1062,04/18/2005,5,7,0,0,0,0,0,0,0,0,1.39999997615814,0,0,0,0,0,122.900001525879,115.400001525879,0,0,0,0,1,0,0,0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,30.7000007629395,0
4,Arizona,1025,04/21/2005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5999984741211,42.9000015258789,6.80000019073486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,0
4,Arizona,1024,04/20/2005,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80000019073486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,0
4,Arizona,1022,04/14/2005,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.800003051758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,4.80000019073486,0
53,Washington,1007,06/08/2005,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A FEW DROPPED GLOBS OF SEALANT ARE SCATTERED ALONG SEC NO RATEABLE DISTRESS.,3.70000004768372,0,0
53,Washington,0802,06/15/2005,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,CHIP SEAL APPLIED SINCE LAST SURVEY.,3.70000004768372,0,0
53,Washington,0801,06/15/2005,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,SECTION HAS RECEIVED A NEW CHIP SEAL.,3.70000004768372,0,0
32,Nevada,1020,08/12/2003,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
41,Oregon,5006,09/17/2003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
41,Oregon,5008,09/16/2003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
49,Utah,0803,07/21/2003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20000004768372,80,0,0,0,0,1,1,0,0.300000011920929,0.300000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.79999995231628,0,0
49,Utah,0804,07/21/2003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.79999995231628,0,0
53,Washington,0801,08/07/2003,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.5,36,0,90.0999984741211,34.7000007629395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.70000004768372,0,0
53,Washington,0802,08/07/2003,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.400001525879,0,0,106.099998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.70000004768372,0,0
56,Wyoming,2015,07/10/2003,1,0.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,8.80000019073486,7.80000019073486,184.899993896484,7.80000019073486,0,0,11,8,16,33.7999992370605,19.1000003814697,36.5,26.6000003814697,7.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.600006103516,0,0,14,15,,4,20.7999992370605,77.9000015258789
56,Wyoming,7773,07/11/2003,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20000004768372,6.80000019073486,23.2000007629395,1.29999995231628,0,0,11,2,0,26.5,7.59999990463257,0,22.1000003814697,7.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.79999995231628,0,32.7000007629395
6,California,8153,07/30/2009,5,0,0,304.799987792969,0,0,0,0,0,0,0,0,0,0,0,0,16.7999992370605,4.80000019073486,0,0,0,0,93,28,2,43.4000015258789,29.1000003814697,2.20000004768372,0,0,0,1,0,2,0.200000002980232,0,0.400000005960464,0,0,0,0,0,0,0,0,0,0,304.799987792969,1,152.399993896484,,3.79999995231628,305,4
32,Nevada,0101,06/22/2009,3,0.800000011920929,0.300000011920929,1.39999997615814,0,0,0,0,0,0,0,0,0,0,0,0,0,119.800003051758,33.7000007629395,0,0,0,5,14,8,1.70000004768372,18.7999992370605,21.3999996185303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.799987792969,0,6,6,POLISHED AGGREGATE IN BOTH WHEELPATHS THROUGHOUT ENTIRE SECTION.,3.70000004768372,6.90000009536743,28.6000003814697
32,Nevada,0108,06/23/2009,3,0.5,0,0.200000002980232,0,0,0,0,0,0,0,0,0,0,0,0,4.59999990463257,127.800003051758,11.8999996185303,0,0,0,5,11,2,1.89999997615814,24.7000007629395,7.40000009536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.799987792969,0,0,0,,3.70000004768372,1.89999997615814,27.8999996185303
30,Montana,0806,07/09/2009,2,1.79999995231628,2.29999995231628,0,0,0,0,0,0,0,46.7000007629395,40.2999992370605,0,0,22.3999996185303,0,5.80000019073486,0,0,0,0,0,19,3,0,13.6999998092651,3.20000004768372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEE COMMENTS ON MAP SHEETS,3.59999990463257,115.900001525879,0
8,Colorado,1053,09/29/2009,2,38.0999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.399993896484,152.399993896484,0,0,0,0,18,0,0,11.6000003814697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.59999990463257,87.8000030517578,3.90000009536743
53,Washington,6056,07/09/2010,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,0
6,California,8534,11/04/2009,5,6.40000009536743,30,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1999998092651,0,0,11.1999998092651,0,0,21,1,0,51.7000007629395,3.40000009536743,0,48.9000015258789,3.40000009536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRACKS HAVE BEEN SEALED SINCE LAST VISIT 4-2-2007,3.70000004768372,132,47.7999992370605
6,California,8535,11/05/2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
30,Montana,0113,07/13/2009,5,38.2000007629395,0.699999988079071,0,0,0,0,0,0,0,6.80000019073486,10.8999996185303,0,0,10.8999996185303,0,18.2999992370605,49,0,14.5,49,0,16,33,2,13.1000003814697,39.9000015258789,5.09999990463257,1.70000004768372,25.6000003814697,5.09999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,162.699996948242,20
6,California,A805,12/16/2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563.900024414063,0,0,,3.70000004768372,0,0
6,California,A806,12/16/2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563.900024414063,0,0,,3.70000004768372,0,0
6,California,8150,11/16/2009,3,49.4000015258789,0,15.6999998092651,0,0,0,0,0,0,0,0,0,0,0,0,14.6999998092651,0,0,0,0,0,5,10,1,12.6999998092651,32.5999984741211,3.09999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,57.9000015258789,,3.70000004768372,224.399993896484,45.5999984741211
6,California,7452,12/03/2009,2,9.80000019073486,0,0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,10,1,0,7.40000009536743,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563.799987792969,3,4.80000019073486,SECTIO NIS SUFFERING FROM EXTREME RAVELING,3.70000004768372,52,0
6,California,2041,12/01/2009,3,2.70000004768372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,33.7999992370605,0,0,0,0,1,0,0,0.400000005960464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40000009536743,0,0,,3.70000004768372,13.3000001907349,0
6,California,8156,11/23/2009,3,0,0,487.700012207031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,39,1,56.5,19.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152.399993896484,,3.70000004768372,305,0
4,Arizona,1017,01/15/2010,3,1.10000002384186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,277.600006103516,0,0,0,0,41,23,0,64.5999984741211,75.1999969482422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,5.5,104.800003051758
4,Arizona,A350,01/14/1998,2,0,0,426.700012207031,0,0,152.800003051758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.79999995231628,304.799987792969,0
4,Arizona,A350,07/18/1995,2,0,0,427.100006103516,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9000015258789,91.5999984741211,0,0,0,0,0,7,0,0,6.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.90000009536743,304.799987792969,0
16,Idaho,1005,06/18/1999,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7999992370605,7.19999980926514,0,0,0,0,7,5,9,10,7.59999990463257,32.4000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.59999990463257,3.5,36.5999984741211
16,Idaho,1009,08/10/1999,2,1.29999995231628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30000019073486,47.5999984741211,0,0,0,0,0,6,13,0,11.8999996185303,45.4000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.79999995231628,2.29999995231628,52.2000007629395
16,Idaho,1020,06/22/1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.59999990463257,0,0
81,Alberta,0507,06/12/2006,5,50.4000015258789,37,1.10000002384186,0,0,0,0,0,0,0,0,0,0,0,0,11.1000003814697,79.0999984741211,50.2999992370605,0,0,0,81,12,5,34.2000007629395,14.6000003814697,15.6999998092651,0,0,0,2,0,0,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5,,3.70000004768372,179.300003051758,17.7000007629395
81,Alberta,0508,06/13/2006,7,47.7000007629395,90.1999969482422,8.69999980926514,0,0,0,0,0,0,0,0,0,0,0,0,4.80000019073486,56.5,67.8000030517578,0,0,0,43,28,2,18.2000007629395,16.7000007629395,3,0,0,0,13,7,0,3.40000009536743,2.70000004768372,0,0,0,0,0,0,0,0,0,0,0,305,0,0,,3.70000004768372,271.5,2.70000004768372
81,Alberta,0502,06/13/2006,4,36.7999992370605,118.099998474121,80.8000030517578,0,0,0,0,0,0,0,0,0,0,0,0,3.29999995231628,95.5,50.5999984741211,0,0,0,40,27,0,19.6000003814697,17.5,0,0,0,0,0,3,0,0,21.8999996185303,0,0,0,0,0,0,0,0,0,0,0,396.200012207031,1,3.59999990463257,,3.70000004768372,273,1.89999997615814
32,Nevada,0101,08/28/2006,2,1.79999995231628,0.200000002980232,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3000030517578,27.2000007629395,1,0,0,0,13,2,0,5.80000019073486,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.799987792969,0,2,2,,3.70000004768372,7.30000019073486,0
32,Nevada,0104,08/28/2006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8999996185303,10.8999996185303,0,3.90000009536743,0,0,13,3,0,4.09999990463257,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.799987792969,0,0,0,,3.70000004768372,0,0
32,Nevada,0106,08/28/2006,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70000004768372,5.30000019073486,1.39999997615814,0,0,0,4,5,1,1.20000004768372,2.20000004768372,0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.799987792969,0,0,0,,3.70000004768372,1.5,0
16,Idaho,1021,08/13/1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.79999995231628,0,0
16,Idaho,A310,06/23/1999,2,26.5,0,0,0,0,0,0,0,0,8.60000038146973,0,0,0,0,0,18.2999992370605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,58.4000015258789,0
16,Idaho,A320,06/23/1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,"SLURRY SEAL SECTION, EXCESS ASPHALT IN WP FOR APPROX  244m2.",3.59999990463257,0,0
16,Idaho,A330,06/23/1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1.60000002384186,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.59999990463257,0,5.5
16,Idaho,A350,06/23/1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.70000004768372,0,0
16,Idaho,B310,08/16/1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.399993896484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,0
16,Idaho,B320,08/13/1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,"SLURRY SEAL SECTION, EXCESS ASPHALT IN WP FOR APPROX 61M2",3.79999995231628,0,0
16,Idaho,B350,08/16/1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.79999995231628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.79999995231628,0,3.79999995231628
30,Montana,0113,06/14/1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,0
30,Montana,0114,06/15/1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,0
30,Montana,0115,06/14/1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,0
30,Montana,0116,06/14/1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,0
30,Montana,0117,06/15/1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
30,Montana,0118,06/14/1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,0
30,Montana,0120,06/15/1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,0
30,Montana,0121,06/15/1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.79999995231628,0,0
4,Arizona,0662,10/11/2000,4,5.30000019073486,4.90000009536743,0,0,0,0,0,0,0,11,0,5.09999990463257,0,0,0,2,7.09999990463257,197.899993896484,0,0,0,18,7,29,17,14.3000001907349,94.6999969482422,0,0,0,0,1,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2,1.60000002384186,,3.70000004768372,46.7000007629395,110.400001525879
4,Arizona,0664,10/12/2000,2,0,0,0,0,0,0,0,0,0,1.70000004768372,0,0,0,0,0,14.1000003814697,40.9000015258789,33.7999992370605,0,0,0,1,0,0,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,1.70000004768372,0
4,Arizona,0665,10/12/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0999984741211,11.8000001907349,0,0,0,0,1,2,0,0.5,0.899999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
4,Arizona,0666,10/12/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70000004768372,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
4,Arizona,0667,10/12/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4000015258789,3.5,76.1999969482422,0,0,0,0,1,0,0,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,0
4,Arizona,0668,10/13/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0999984741211,3.79999995231628,97.0999984741211,0,0,0,2,1,2,1.5,3.70000004768372,7.40000009536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.70000004768372,0,11.1000003814697
